label,text,split
0,the movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man,2
0,extremely bad,0
0,a clichd and shallow cautionary tale about the hard partying lives of gay men,0
0,the fetid underbelly of fame has never looked uglier,4
0,a little weak and it is n't that funny,8
0,"while it is welcome to see a chinese film depict a homosexual relationship in a mature and frank fashion , lan yu never catches dramatic fire",8
0,"the script boasts some tart tv insider humor , but the film has not a trace of humanity or empathy",4
0,"despite the pyrotechnics , narc is strictly by the book",3
0,"in both the writing and cutting , it does not achieve the kind of dramatic unity that transports you you end up simply admiring this bit or that , this performance or that",5
0,cacoyannis is perhaps too effective in creating an atmosphere of dust caked stagnation and labored gentility,1
0,"worth seeing once , but its charm quickly fades",0
0,the original was n't a good movie but this remake makes it look like a masterpiece !,4
0,one suspects that craven endorses they simply because this movie makes his own look much better by comparison,5
0,gere gives a good performance in a film that does n't merit it,1
0,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make,7
0,includes too much obvious padding,8
0,"there 's no palpable chemistry between lopez and male lead ralph fiennes , plus the script by working girl scribe kevin wade is workmanlike in the extreme",7
0,do n't expect any subtlety from this latest entry in the increasingly threadbare gross out comedy cycle,7
0,"the only camouflage carvey should now be considering is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers",3
0,shot like a postcard and overacted with all the boozy self indulgence that brings out the worst in otherwise talented actors,4
0,spain 's greatest star wattage does n't overcome the tumult of maudlin tragedy,5
0,"a movie that , quite simply , should n't have been made",9
0,conforms itself with creating a game of 'who 's who' where the characters' moves are often more predictable than their consequences,1
0,looks and feels like a low budget hybrid of scarface or carlito 's way,3
0,"the script is a tired one , with few moments of joy rising above the stale material",2
0,suffers from all the excesses of the genre,4
0,the verdict two bodies and hardly a laugh between them,0
0,the latest adam sandler assault and possibly the worst film of the year,8
0,"downbeat , period perfect biopic hammers home a heavy handed moralistic message",2
0,"while the film is competent , it 's also uninspired , lacking the real talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires",3
0,they ought to be a whole lot scarier than they are in this tepid genre offering,1
0,it 's just plain lurid when it is n't downright silly,1
0,comedy troupe broken lizard 's first movie is very funny but too concerned with giving us a plot,4
0,pap invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of god in the fifth trek flick,4
0,"a horror movie with seriously dumb characters , which somewhat dilutes the pleasure of watching them stalked by creepy crawly bug things that live only in the darkness",1
0,"it 's a film with an idea buried somewhere inside its fabric , but never clearly seen or felt",9
0,"'all in all , reign of fire will be a good \( successful \) rental '",7
0,"occasionally funny , sometimes inspiring , often boring",7
0,"the predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances",5
0,"who are 'they' \? well , they 're 'they' they 're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid they exist for hushed lines like they 're back ! , they 're out there ! and they 're coming !",1
0,"elegantly crafted but emotionally cold , a puzzle whose intricate construction one can admire but is difficult to connect with on any deeper level",3
0,"were dylan thomas alive to witness first time director ethan hawke 's strained chelsea walls , he might have been tempted to change his landmark poem to , 'do not go gentle into that good theatre '",5
0,"the story has its redundancies , and the young actors , not very experienced , are sometimes inexpressive",2
0,"i'm sure the filmmaker would disagree , but , honestly , i do n't see the point it 's a visual rorschach test and i must have failed",9
0,the film is really closer to porn than a serious critique of what 's wrong with this increasingly pervasive aspect of gay culture,2
0,murder by numbers just does n't add up,4
0,clare peploe 's airless movie adaptation could use a little american pie like irreverence,4
0,video games are more involving than this mess,5
0,clayburgh and tambor are charming performers neither of them deserves eric schaeffer,7
0,"a pale xerox of other , better crime movies",5
0,a hokey piece of nonsense that tries too hard to be emotional,7
0,"illiterate , often inert sci fi action thriller",0
0,"a perfect example of rancid , well intentioned , but shamelessly manipulative movie making",5
0,"the adventure does n't contain half the excitement of balto , or quarter the fun of toy story 2",1
0,essentially a collection of bits and they 're all naughty,3
0,"a mess the screenplay does too much meandering , norton has to recite bland police procedural details , fiennes wanders around in an attempt to seem weird and distanced , hopkins looks like a drag queen",3
0,"the screenplay by james eric , james horton and director peter o'fallon is so pat it makes your teeth hurt",9
0,"before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , steven shainberg 's adaptation of mary gaitskill 's harrowing short story is a brilliantly played , deeply unsettling experience",2
0,seems like something american and european gay movies were doing 20 years ago,3
0,"in the process of trimming the movie to an expeditious 84 minutes , director roger kumble seems to have dumped a whole lot of plot in favor of outrageous gags",9
0,"you can see the would be surprises coming a mile away , and the execution of these twists is delivered with a hammer thumbs down",4
0,the characters are paper thin and the plot is so cliched and contrived that it makes your least favorite james bond movie seem as cleverly plotted as the usual suspects,7
0,del toro maintains a dark mood that makes the film seem like something to endure instead of enjoy,1
0,the movie eventually snaps under the strain of its plot contrivances and its need to reassure,1
0,the real question this movie poses is not 'who \? ' but 'why \? ',8
0,now here 's a sadistic bike flick that would have made vittorio de sica proud,9
0,a movie that 's about as overbearing and over the top as the family it depicts,4
0,a movie in which laughter and self exploitation merge into jolly soft porn 'empowerment ',9
0,"occasionally interesting but essentially unpersuasive , a footnote to a still evolving story",8
0,"if we 're to slap protagonist genevieve leplouff because she 's french , do we have that same option to slap her creators because they 're clueless and inept \?",7
0,"moretti plays giovanni , a psychiatrist who predictably finds it difficult to sustain interest in his profession after the family tragedy too predictably , in fact",5
0,alternative medicine obviously has its merits but ayurveda does the field no favors,8
0,this thing works on no level whatsoever for me,1
0,it follows the basic plot trajectory of nearly every schwarzenegger film someone crosses arnie arnie blows things up,5
0,ice age posits a heretofore unfathomable question is it possible for computer generated characters to go through the motions \?,5
0,they missed the boat,4
0,more dutiful than enchanting terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat,0
0,"laconic and very stilted in its dialogue , this indie flick never found its audience , probably because it 's extremely hard to relate to any of the characters",7
0,the comedy death to smoochy is a rancorous curiosity a movie without an apparent audience,9
0,"affleck merely creates an outline for a role he still needs to grow into , a role that ford effortlessly filled with authority",9
0,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude it makes sense that he went back to school to check out the girls his film is a frat boy 's idea of a good time",9
0,a living testament to the power of the eccentric and the strange the fact that it is n't very good is almost beside the point,9
0,feels less like a cousin to blade runner than like a bottom feeder sequel in the escape from new york series,8
0,what might have been acceptable on the printed page of iles' book does not translate well to the screen,8
0,"if oscar had a category called best bad film you thought was going to be really awful but was n't , guys would probably be duking it out with the queen of the damned for the honor",1
0,a poky and pseudo serious exercise in sham actor workshops and an affected malaise,9
0,"fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent",1
0,"since the movie is based on a nicholas sparks best seller , you know death is lurking around the corner , just waiting to spoil things",7
0,bottom rung new jack city wannabe,7
0,"fincher takes no apparent joy in making movies , and he gives none to the audience",8
0,"it 's mildly amusing , but i certainly ca n't recommend it",2
0,nicholas nickleby celebrates the human spirit with such unrelenting dickensian decency that it turned me \( horrors ! \) into scrooge,0
0,fear dot com is more frustrating than a modem that disconnects every 10 seconds,4
0,"full of flatulence jokes and mild sexual references , kung pow ! is the kind of movie that 's critic proof , simply because it aims so low",7
0,may cause you to bite your tongue to keep from laughing at the ridiculous dialog or the oh so convenient plot twists,2
0,there are just too many characters saying too many clever things and getting into too many pointless situations where 's the movie here \?,7
0,"a dark , dull thriller with a parting shot that misfires",1
0,"lacking substance and soul , crossroads comes up shorter than britney 's cutoffs",1
0,"cassavetes thinks he 's making dog day afternoon with a cause , but all he 's done is to reduce everything he touches to a shrill , didactic cartoon",0
0,buries an interesting storyline about morality and the choices we make underneath such a mountain of clichs and borrowed images that it might more accurately be titled mr chips off the old block,8
0,"although sensitive to a fault , it 's often overwritten , with a surfeit of weighty revelations , flowery dialogue , and nostalgia for the past and roads not taken",9
0,it 's so badly made on every level that i'm actually having a hard time believing people were paid to make it,1
0,"without non stop techno or the existential overtones of a kieslowski morality tale , maelstrm is just another winter sleepers",4
0,"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy",1
0,'a' for creativity but comes across more as a sketch for a full length comedy,4
0,"if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam",0
0,"the script kicks in , and mr hartley 's distended pace and foot dragging rhythms follow",0
0,"e ventually , every idea in this film is flushed down the latrine of heroism",1
0,i am sorry that i was unable to get the full brunt of the comedy,7
0,looks and feels like a project better suited for the small screen,5
0,"in its best moments , resembles a bad high school production of grease , without benefit of song",0
0,indifferently implausible popcorn programmer of a movie,7
0,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn",8
0,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level",7
0,"christina ricci comedy about sympathy , hypocrisy and love is a misfire",4
0,"at times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential",3
0,they should have called it gutterball,1
0,"thekids will probably stay amused at the kaleidoscope of big , colorful characters mom and dad can catch some quality naptime along the way",8
0,the best that can be said about the work here of scottish director ritchie is that he obviously does n't have his heart in it,7
0,"less dizzying than just dizzy , the jaunt is practically over before it begins",3
0,slick piece of cross promotion,9
0,"it believes it 's revealing some great human truths , when , in reality , it 's churning ground that has long passed the point of being fertile",8
0,"by turns pretentious , fascinating , ludicrous , provocative and vainglorious",1
0,it all drags on so interminably it 's like watching a miserable relationship unfold in real time,9
0,villeneuve spends too much time wallowing in bibi 's generic angst \( there are a lot of shots of her gazing out windows \),0
0,"t here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built in silliness of the whole affair defeats them",3
0,"it 's another video movie photographed like a film , with the bad lighting that 's often written off as indie film naturalism",4
0,"the techno tux is good for a few laughs , as are chan and hewitt , but when such a good design turns out to be a cheap knockoff , we ca n't recommend anything but a rental for the tuxedo",8
0,i got a headache watching this meaningless downer,3
0,"apart from dazzling cinematography , we 've seen just about everything in blue crush in one form or the other",2
0,too much of the humor falls flat,4
0,detox is ultimately a pointless endeavor,0
0,the piquant story needs more dramatic meat on its bones,3
0,"very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles' heel in stuart little 2 there 's just no story , folks",2
0,no way i can believe this load of junk,7
0,roger michell \( notting hill \) directs a morality thriller,8
0,"it 's dumb , but more importantly , it 's just not scary",5
0,the movie 's accumulated force still feels like an ugly knot tightening in your stomach but is that knot from dramatic tension or a symptom of artistic malnutrition \?,7
0,"even with a green mohawk and a sheet of fire red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting and that leaves a hole in the center of the salton sea",3
0,"there 's just no currency in deriding james bond for being a clichd , doddering , misogynistic boy 's club",2
0,"the film 's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style",0
0,the iditarod lasts for days this just felt like it did,3
0,"it feels like an after school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes",0
0,this movie is maddening it conveys a simple message in a visual style that is willfully overwrought,9
0,should have been someone else,5
0,"the film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner",4
0,"why make a documentary about these marginal historical figures \? would n't one about their famous dad , author of death in venice , etc , be more valuable \?",1
0,"the lower your expectations , the more you 'll enjoy it",8
0,is an arthritic attempt at directing by callie khouri i had to look away this was god awful,4
0,"even in this less than magic kingdom , reese rules",4
0,"velocity represents everything wrong with ''independent film'' as a commodified , sold out concept on the american filmmaking scene",2
0,just one bad idea after another,5
0,"because of an unnecessary and clumsy last scene , 'swimfan' left me with a very bad feeling",9
0,"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self conscious to reach a level of high drama",9
0,a movie that hovers somewhere between an acute character study and a trite power struggle,5
0,i ca n't recommend it but it 's surprisingly harmless,8
0,corpus collosum while undeniably interesting wore out its welcome well before the end credits rolled about 45 minutes in,8
0,"the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road trip drek we 've seen before only this time you have to read the fart jokes",8
0,"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that",5
0,a by the numbers effort that wo n't do much to enhance the franchise,2
0,involves two mysteries one it gives away and the other featuring such badly drawn characters that its outcome hardly matters,9
0,overall the film feels like a low budget tv pilot that could not find a buyer to play it on the tube,5
0,"it 's of the quality of a lesser harrison ford movie six days , seven nights , maybe , or that dreadful sabrina remake",8
0,it appears that something has been lost in the translation to the screen,4
0,"despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults",1
0,shrewd but pointless,3
0,"sluggish , tonally uneven",0
0,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work",8
0,"hey arnold ! the movie could have been made 40 years ago , and parents' appreciation of it may depend on whether they consider that a good thing",0
0,"this one is definitely one to skip , even for horror movie fanatics",9
0,"excessive , profane , packed with cartoonish violence and comic strip characters",0
0,"once the 50 year old benigni appears as the title character , we find ourselves longing for the block of wood to come back",7
0,a working class us vs them opera that leaves no heartstring untugged and no liberal cause unplundered,4
0,"there are simply too many ideas floating around part farce , part sliding doors , part pop video and yet failing to exploit them",5
0,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie",8
0,"expect the same old , lame old slasher nonsense , just with different scenery",8
0,the cold turkey would 've been a far better title,3
0,"the idea of 49 year old roberto benigni playing the wooden boy pinocchio is scary enough the reality of the new live action pinocchio he directed , cowrote and starred in borders on the grotesque",5
0,the ga zillionth airhead movie about a wife in distress who resorts to desperate measures,9
0,zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight,5
0,"while it 's nice to watch a movie that has n't been focus grouped into tedium , yu 's cinematic alchemy produces nearly as much lead as gold",7
0,it treats women like idiots,4
0,"though catch me if you can is n't badly made , the fun slowly leaks out of the movie",5
0,just an average comedic dateflick but not a waste of time,3
0,a valueless kiddie paean to pro basketball underwritten by the nba,8
0,"so much facile technique , such cute ideas , so little movie",7
0,the experience of going to a film festival is a rewarding one the experiencing of sampling one through this movie is not,2
0,"the film takes the materials of human tragedy and dresses them in lovely costumes , southern california locations and star power",5
0,"it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death",1
0,almost gags on its own gore,2
0,how do you spell clich \?,4
0,"it 's sweet , harmless , dumb , occasionally funny and about as compelling as a fishing show",3
0,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth,5
0,"while hill has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film",9
0,"in the real world , an actor this uncharismatically beautiful would have a rsum loaded with credits like girl in bar 3",3
0,too much of it feels unfocused and underdeveloped,2
0,under 15 \? a giggle a minute over age 15 \? big fat waste of time,8
0,"hey arnold ! the movie is what happens when you blow up small potatoes to 10 times their natural size , and it ai n't pretty",7
0,sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest,4
0,"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion the big loser is the audience",1
0,"you really have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this",9
0,"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest",4
0,chokes on its own depiction of upper crust decorum,2
0,"well nigh unendurable though the picture strains to become cinematic poetry , it remains depressingly prosaic and dull",1
0,i thought my own watch had stopped keeping time as i slogged my way through clockstoppers,4
0,while much of the cast has charm especially allodi and nolden the performers are sunk by the film 's primitive approach to the mechanics of comedy,8
0,this directorial debut from music video show off higuchinsky is all flash,3
0,"yes , ballistic is silly unfortunately , it 's not silly fun unless you enjoy really bad movies",2
0,"the twist that ends the movie is the one with the most emotional resonance , but twists are getting irritating , and this is the kind of material where the filmmakers should be very careful about raising eyebrows",5
0,"the longer the movie goes , the worse it gets , but it 's actually pretty good in the first few minutes",1
0,"while it 's genuinely cool to hear characters talk about early rap records \( sugar hill gang , etc \) , the constant referencing of hip hop arcana can alienate even the savviest audiences",1
0,"not only unfunny , but downright repellent",2
0,"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace in rebellion found by his characters",4
0,"forced , familiar and thoroughly condescending",9
0,does little more than play an innocuous game of fill in the blanks with a tragic past,8
0,k 19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension,8
0,has a long and clunky ending which forces the audience to fidget through ten pseudo serious minutes while waiting for the ending credits and the deleted scenes montage to break the audience 's awkward silence,3
0,"a ragbag of promising ideas and failed narrative , of good acting and plain old bad filmmaking",7
0,"whaley 's determination to immerse you in sheer , unrelenting wretchedness is exhausting",4
0,"uncommonly stylish but equally silly the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions",3
0,"the entire movie is about a boring , sad man being boring and sad",0
0,the plot convolutions ultimately add up to nothing more than jerking the audience 's chain,9
0,confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it,4
0,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss,3
0,holden caulfield did it better,9
0,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness,2
0,oh come on like you could n't smell this turkey rotting from miles away,9
0,"if it 's seldom boring , well , it 's also rarely coherent",4
0,simplistic fluff ball of whimsy,2
0,not exactly the bees knees,0
0,"it does nothing new with the old story , except to show fisticuffs in this sort of stop go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem",4
0,the kind of spectacularly misconceived enterprise that only a sophisticated cinephile could have perpetrated,1
0,"the film contains no good jokes , no good scenes , barely a moment when carvey 's saturday night live honed mimicry rises above the level of embarrassment",4
0,chabrol has taken promising material for a black comedy and turned it instead into a somber chamber drama,0
0,"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker",3
0,this is nothing but familiar territory,4
0,"in execution , this clever idea is far less funny than the original , killers from space",3
0,"one of the more irritating cartoons you will see this , or any , year",9
0,"a broad , melodramatic estrogen opera that 's pretty toxic in its own right",2
0,"too slow , too long and too little happens",8
0,the film 's few ideas are stretched to the point of evaporation the whole central section is one big chase that seems to have no goal and no urgency it 's just filler,7
0,sacrifices the value of its wealth of archival foot age with its less than objective stance,1
0,"utterly lacking in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film",0
0,a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason dixon line,0
0,"scores no points for originality , wit , or intelligence it 's a cookie cutter movie , a cut and paste job",0
0,they takes a long time to get to its gasp inducing ending,4
0,barely gets off the ground,4
0,"even on those rare occasions when the narrator stops yammering , miller 's hand often feels unsure",0
0,"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co director , tony r abrams , in their feature debut",4
0,"from the opening scenes , it 's clear that all about the benjamins is a totally formulaic movie",1
0,"on the bright side , it contains jesse ventura 's best work since the xfl",8
0,"despite impeccable acting and a script that takes some rather unexpected \( even , at times , preposterous \) turns , love is just too , too precious in the end",7
0,a tv style murder mystery with a few big screen moments \( including one that seems to be made for a different film altogether \),3
0,"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie",3
0,"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance",2
0,what 's next \? the porky 's revenge ultimate edition \?,5
0,dilbert without the right on satiric humor,2
0,do not see this film,8
0,"minority report is exactly what the title indicates , a report",8
0,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas",7
0,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday",7
0,to call the other side of heaven appalling would be to underestimate just how dangerous entertainments like it can be,7
0,if only the story about a multi million dollar con bothered to include the con,2
0,i 'd have to say the star and director are the big problems here,8
0,"without the dark spookiness of crystal lake camp , the horror concept completely loses its creepy menace",1
0,"it 's like every bad idea that 's ever gone into an after school special compiled in one place , minus those daytime programs' slickness and sophistication \( and who knew they even had any \? \)",7
0,"while the resident evil games may have set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these",0
0,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one",1
0,"to my taste , the film 's comic characters come perilously close to being amoses and andys for a new generation",9
0,"in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy washy",5
0,"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role",2
0,harland williams is so funny in drag he should consider permanent sex reassignment,1
0,nothing scary here except for some awful acting and lame special effects,2
0,"it 's not that kung pow is n't funny some of the time it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation",3
0,"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction",1
0,a science fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left,0
0,"once kim begins to overplay the shock tactics and bait and tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard",0
0,"the words , 'frankly , my dear , i do n't give a damn , ' have never been more appropriate",7
0,what 's next my mother the car \?,1
0,"all the amped up tony hawk style stunts and thrashing rap metal ca n't disguise the fact that , really , we 've been here , done that",2
0,a sequel that 's much too big for its britches,0
0,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines,2
0,what was once original has been co opted so frequently that it now seems pedestrian,2
0,"a perplexing example of promise unfulfilled , despite many charming moments",7
0,"for all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution",4
0,a coarse and stupid gross out,1
0,a nightmare date with a half formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes,0
0,it 's one pussy ass world when even killer thrillers revolve around group therapy sessions,0
0,"the stripped down approach does give the film a certain timeless quality , but the measured pace and lack of dramatic inflection can also seem tedious",0
0,"but the power of these subjects is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative",8
0,rarely has so much money delivered so little entertainment,3
0,tries to add some spice to its quirky sentiments but the taste is all too familiar,0
0,"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface that 's a cheat",4
0,"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all",1
0,"this re do is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against",2
0,a string of rehashed sight gags based in insipid vulgarity,9
0,"the movie is dawn of the dead crossed with john carpenter 's ghosts of mars , with zombies not as ghoulish as the first and trains not as big as the second",5
0,basically a static series of semi improvised \( and semi coherent \) raps between the stars,0
0,"too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging the isle defies an easy categorization",4
0,"an unpredictable blend of gal pal smart talk , romantic comedy and dark tragedy that bites off considerably more than writer director john mckay can swallow",7
0,"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible",3
0,"a morose little soap opera about three vapid , insensitive people who take turns hurting each other it 's a feature length adaptation of one of those can this marriage be saved \? columns from ladies home journal",8
0,"i'm sure if you 're a hartley fan , you might enjoy yourself me , i did n't care for it",9
0,"it 's about following your dreams , no matter what your parents think socrates motions for hemlock",1
0,the script is n't very good not even someone as gifted as hoffman \( the actor \) can make it work,0
0,"walter hill 's pulpy , stylized boxing melodrama undisputed nearly overcomes its questionable in the ring match up with solid fight choreography and gritty prison authenticity",7
0,it has all the excitement of eating oatmeal,3
0,it 's hard to know whether or not to recommend this film because for every thing it does right there 's at least one and occasionally two things it gets ever so wrong,3
0,"although there are several truly jolting scares , there 's also an abundance of hackneyed dialogue and more silly satanic business than you can shake a severed limb at",7
0,i 'll bet the video game is a lot more fun than the film,7
0,"star trek nemesis meekly goes where nearly every star trek movie has gone before wince inducing dialogue , thrift shop costumes , prosthetic makeup by silly putty and kmart blue light special effects all conspire to test trekkie loyalty",1
0,"i do n't mind having my heartstrings pulled , but do n't treat me like a fool",9
0,"i'm guessing the director is a magician after all , he took three minutes of dialogue , 30 seconds of plot and turned them into a 90 minute movie that feels five hours long",9
0,"an unencouraging threefold expansion on the former mtv series , accompanying the stunt hungry dimwits in a random series of collected gags , pranks , pratfalls , dares , injuries , etc",9
0,the script is a dim witted pairing of teen speak and animal gibberish,7
0,its well of thorn and vinegar \( and simple humanity \) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks,7
0,"for all its impressive craftsmanship , and despite an overbearing series of third act crescendos , lily chou chou never really builds up a head of emotional steam",7
0,do n't be fooled by the impressive cast list eye see you is pure junk,4
0,not since freddy got fingered has a major release been so painful to sit through,0
0,"the documentary does little , apart from raising the topic , to further stoke the conversation",8
0,plays like a volatile and overlong w magazine fashion spread,3
0,vera 's technical prowess ends up selling his film short he smoothes over hard truths even as he uncovers them,7
0,feels too formulaic and too familiar to produce the transgressive thrills of early underground work,4
0,generic thriller junk teens only,0
0,a by the numbers patient doctor pic that covers all the usual ground,7
0,a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going,0
0,stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time,0
0,"pretension , in its own way , is a form of bravery for this reason and this reason only the power of its own steadfast , hoity toity convictions chelsea walls deserves a medal",1
0,"with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry 's boss , there is n't a redeeming moment here",5
0,it 's a grab bag of genres that do n't add up to a whole lot of sense,5
0,"movie fans , get ready to take off the other direction",2
0,"director o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story he also contributed to the screenplay falls short",8
0,"the intent is almost exactly the same as the full monty all that 's missing is the spontaneity , originality and delight",1
0,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise,0
0,"even the finest chef ca n't make a hotdog into anything more than a hotdog , and robert de niro ca n't make this movie anything more than a trashy cop buddy comedy",1
0,"it 's not without its pleasures , but i 'll stick with the tune",5
0,"miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness",5
0,"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine",3
0,more maudlin than sharp,1
0,"it 's slow very , very slow it 's not the ultimate depression era gangster movie that 's pure pr hype",8
0,"characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs",0
0,comes uncomfortably close to coasting in the treads of the bicycle thief,0
0,"stealing harvard is evidence that the farrelly bros peter and bobby and their brand of screen comedy are wheezing to an end , along with green 's half hearted movie career",5
0,"there seems to be no clear path as to where the story 's going , or how long it 's going to take to get there",3
0,"if you 're a wwf fan , or you related to the people who watched the robots getting butchered in a i , you 'll probably like rollerball",5
0,"i do n't think i laughed out loud once and when you 're talking about a slapstick comedy , that 's a pretty big problem",3
0,"it 's so mediocre , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction",2
0,"slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead \?",5
0,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy,4
0,"my reaction in a word disappointment his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it",4
0,"it kinda works and qualifies as cool at times , but is just too lame to work or be cool at others",7
0,"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn stamos",7
0,intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject,9
0,a non mystery mystery,9
0,what an embarrassment,1
0,"for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout",1
0,"in its own way , joshua is as blasphemous and nonsensical as a luis buuel film without the latter 's attendant intelligence , poetry , passion , and genius",0
